game,console,loose_val,complete_val,new_val,date(D/M/Y)
Cars,gamecube,4.86,6.15,20.50,10/02/2020
Scooby Doo Night of 100 Frights,gamecube,9.27,12.42,36.99,10/02/2020
Smuggler's Run,gamecube,5.41,7.99,19.49,10/02/2020
SSX 3,gamecube,9.09,11.42,36.43,10/02/2020
Madagascar,gamecube,4.15,5.00,18.00,10/02/2020
Rave Master,gamecube,13.72,22.09,54.84,10/02/2020
True Crime Streets of LA,gamecube,6.57,8.26,29.99,10/02/2020
Crash Tag Team Racing,gamecube,10.85,13.98,56.53,10/02/2020
X-men Legends 2,gamecube,7.34,11.95,40.61,10/02/2020
Harry Potter Quidditch World Cup,gamecube,5.11,6.95,25.24,10/02/2020
Pac-Man Bundle,gamecube,8.00,10.50,33.75,10/02/2020
Tony Hawk Underground 2,gamecube,7.54,10.34,29.17,10/02/2020
Marvel Nemesis Rise of the Imperfects,gamecube,7.86,9.76,35.50,10/02/2020
Pac-Man Vs.,gamecube,5.82,8.26,32.19,10/02/2020
Nintendo Gamecube Preview Disc,gamecube,5.62,6.88,17.60,10/02/2020
WWE Day of Reckoning,gamecube,8.55,10.10,29.55,10/02/2020
I-Ninja,gamecube,10.59,18.69,51.44,10/02/2020
Puyo Pop Fever,gamecube,11.14,18.11,53.82,10/02/2020
Prince of Persia Sands of Time,gamecube,6.99,9.49,28.51,10/02/2020
Gamecube to Gameboy Advanced Link Cable,gamecube,13.75,19.49,54.57,10/02/2020
Medabots Infinity,gamecube,16.99,20.01,78.65,10/02/2020
SpongeBob SquarePants Lights Camera Pants,gamecube,7.47,10.92,26.09,10/02/2020
NBA Street,gamecube,8.56,8.95,36.00,10/02/2020
Power Rangers Dino Thunder,gamecube,3.72,5.92,27.24,10/02/2020
Spirits &amp; Spells,gamecube,22.94,47.72,93.67,10/02/2020
Zatch Bell Mamodo Fury,gamecube,21.97,28.49,51.10,10/02/2020
Namco Museum 50th Anniversary,gamecube,9.19,14.49,24.98,10/02/2020
Cel Damage,gamecube,12.12,15.70,33.63,10/02/2020
Die Hard Vendetta,gamecube,5.98,8.07,18.47,10/02/2020
Midway Arcade Treasures,gamecube,6.74,9.74,30.26,10/02/2020
Mortal Kombat Deception,gamecube,19.48,24.70,59.06,10/02/2020
Star Wars Clone Wars,gamecube,7.98,10.00,31.88,10/02/2020
XIII,gamecube,11.00,15.35,36.72,10/02/2020
TMNT,gamecube,7.04,8.37,22.59,10/02/2020
Gun,gamecube,6.55,7.99,20.05,10/02/2020
Medal of Honor Rising Sun,gamecube,4.05,5.23,18.32,10/02/2020
Rayman 3 Hoodlum Havoc,gamecube,11.49,16.70,59.96,10/02/2020
Ty the Tasmanian Tiger 2 Bush Rescue,gamecube,7.59,8.66,23.19,10/02/2020
PK Out of the Shadows,gamecube,6.63,9.97,18.75,10/02/2020
Robotech Battlecry Collector's Edition,gamecube,46.72,60.74,167.77,10/02/2020
The Hobbit,gamecube,6.65,9.99,30.01,10/02/2020
Wreckless Yakuza Missions,gamecube,5.13,5.97,13.74,10/02/2020
Donkey Konga 2 w/ Bongo,gamecube,18.03,20.89,29.99,10/02/2020
Splinter Cell,gamecube,5.11,6.82,17.86,10/02/2020
Avatar the Last Airbender,gamecube,4.19,4.19,14.86,10/02/2020
Mystic Heroes,gamecube,8.23,13.74,22.95,10/02/2020
Disney's Extreme Skate Adventure,gamecube,14.74,24.48,44.82,10/02/2020
Worms Blast,gamecube,5.34,7.31,17.75,10/02/2020
SSX On Tour,gamecube,6.49,10.82,33.19,10/02/2020
Viewtiful Joe Red Hot Rumble,gamecube,11.27,16.63,36.77,10/02/2020
Phantasy Star Online III Card Revolution,gamecube,16.21,22.24,30.19,10/02/2020
Burnout,gamecube,5.51,8.00,25.99,10/02/2020
Super Monkey Ball Adventure,gamecube,10.98,15.10,57.81,10/02/2020
Tak and the Power of JuJu,gamecube,8.15,10.82,41.34,10/02/2020
Disney Sports Football,gamecube,29.95,59.26,160.98,10/02/2020
007 From Russia With Love,gamecube,7.33,10.65,39.30,10/02/2020
Dragon's Lair 3D,gamecube,12.15,19.94,71.84,10/02/2020
One Piece Grand Adventure,gamecube,10.00,13.26,39.99,10/02/2020
Robotech Battlecry,gamecube,6.39,8.75,31.36,10/02/2020
64MB 1019 Block Memory Card,gamecube,7.28,9.46,28.80,10/02/2020
Beyblade V Force,gamecube,3.38,7.00,20.12,10/02/2020
Goblin Commander,gamecube,9.83,21.40,46.00,10/02/2020
BMX XXX,gamecube,10.00,15.74,40.00,10/02/2020
Monsters Inc,gamecube,4.96,6.24,18.50,10/02/2020
4MB 59 Block Memory Card,gamecube,2.03,2.64,8.11,10/02/2020
Rayman Arena,gamecube,8.27,8.99,21.69,10/02/2020
Call of Duty Finest Hour,gamecube,4.98,7.16,40.03,10/02/2020
Bongo Controller,gamecube,19.76,30.46,82.17,10/02/2020
Need for Speed Carbon,gamecube,6.00,9.08,27.95,10/02/2020
Army Men Sarge's War,gamecube,5.72,8.01,25.90,10/02/2020
Pac-Man Fever,gamecube,5.48,6.99,19.63,10/02/2020
Tak 2 The Staff of Dreams,gamecube,5.36,7.14,25.00,10/02/2020
Gladius,gamecube,11.33,13.91,39.06,10/02/2020
WWE Wrestlemania X8,gamecube,6.19,9.23,21.98,10/02/2020
Scooby Doo Mystery Mayhem,gamecube,8.55,11.38,30.75,10/02/2020
SpongeBob SquarePants Creature from Krusty Krab,gamecube,6.76,8.99,19.87,10/02/2020
Tony Hawk American Wasteland,gamecube,7.49,11.46,21.26,10/02/2020
Army Men RTS,gamecube,6.16,8.11,19.99,10/02/2020
Midway Arcade Treasures 2,gamecube,8.93,13.59,25.29,10/02/2020
NHL Hitz 2003,gamecube,13.14,16.73,28.85,10/02/2020
Animaniacs The Great Edgar Hunt,gamecube,24.98,46.57,74.99,10/02/2020
Spawn Armageddon,gamecube,10.38,14.99,22.85,10/02/2020
Top Gun Combat Zones,gamecube,4.04,5.49,14.99,10/02/2020
Chronicles of Narnia Lion Witch and the Wardrobe,gamecube,4.39,4.85,12.87,10/02/2020
Hunter the Reckoning,gamecube,12.20,15.48,49.15,10/02/2020
The Urbz Sims in the City,gamecube,6.67,10.52,29.34,10/02/2020
Batman Begins,gamecube,8.64,9.37,33.86,10/02/2020
Dave Mirra Freestyle BMX 2,gamecube,3.95,4.52,14.34,10/02/2020
Extreme G 3 XG3,gamecube,5.81,8.45,32.13,10/02/2020
Scooby Doo Unmasked,gamecube,8.99,11.69,24.72,10/02/2020
Star Wars Rebel Strike [Preview Disc],gamecube,8.35,10.00,19.72,10/02/2020
TMNT Mutant Melee,gamecube,9.74,13.94,45.22,10/02/2020
Medal of Honor European Assault,gamecube,6.01,8.97,26.00,10/02/2020
The Incredible Hulk Ultimate Destruction,gamecube,10.99,15.85,30.67,10/02/2020
SpongeBob SquarePants Revenge of the Flying Dutchman,gamecube,9.19,13.24,41.17,10/02/2020
Bloodrayne,gamecube,7.17,8.68,20.79,10/02/2020
Second Sight,gamecube,7.95,9.69,20.66,10/02/2020
Frogger's Adventures The Rescue,gamecube,5.27,7.87,26.88,10/02/2020
Virtua Quest,gamecube,14.25,29.33,46.29,10/02/2020
Batman Dark Tomorrow,gamecube,8.97,16.37,55.00,10/02/2020
Sphinx and the Cursed Mummy,gamecube,6.42,8.71,20.65,10/02/2020
Jimmy Neutron Attack of the Twonkies,gamecube,5.10,7.30,14.92,10/02/2020
Splinter Cell Chaos Theory Collector's Edition,gamecube,10.99,22.52,63.06,10/02/2020
Blood Omen 2,gamecube,9.98,13.75,39.99,10/02/2020
King Kong,gamecube,5.70,6.85,18.50,10/02/2020
Tak Great Juju Challenge,gamecube,4.99,7.44,12.65,10/02/2020
Hulk,gamecube,5.87,6.05,22.42,10/02/2020
Ty the Tasmanian Tiger 3,gamecube,9.16,15.99,42.46,10/02/2020
Zapper,gamecube,4.85,6.00,20.63,10/02/2020
Prince of Persia Warrior Within,gamecube,5.25,7.49,19.64,10/02/2020
Dead to Rights,gamecube,4.84,5.99,15.83,10/02/2020
Lemony Snicket's A Series of Unfortunate Events,gamecube,4.37,5.68,17.16,10/02/2020
NHL Hitz 2002,gamecube,5.99,7.91,27.17,10/02/2020
X2 Wolverine's Revenge,gamecube,4.64,6.93,16.99,10/02/2020
Madden 2005,gamecube,3.18,5.10,12.72,10/02/2020
Burnout 2 Point of Impact,gamecube,11.35,14.10,39.56,10/02/2020
Call of Duty 2 Big Red One,gamecube,5.67,5.76,19.99,10/02/2020
Disney Sports Soccer,gamecube,11.00,28.36,155.95,10/02/2020
One Piece Grand Battle,gamecube,7.93,10.17,23.79,10/02/2020
Prince of Persia Two Thrones,gamecube,6.39,7.75,24.99,10/02/2020
Tom and Jerry War of Whiskers,gamecube,11.01,14.51,40.28,10/02/2020
True Crime New York City,gamecube,10.80,12.86,36.00,10/02/2020
Worms 3D,gamecube,10.68,15.04,45.87,10/02/2020
Vexx,gamecube,8.03,11.97,31.06,10/02/2020
Barnyard,gamecube,9.99,12.99,28.95,10/02/2020
Freedom Fighters,gamecube,6.49,11.96,35.01,10/02/2020
Shark Tale,gamecube,3.81,4.13,14.99,10/02/2020
Splinter Cell Chaos Theory,gamecube,6.39,8.31,24.99,10/02/2020
Looney Tunes Back in Action,gamecube,6.20,8.99,40.00,10/02/2020
Pac-Man World 3,gamecube,14.47,16.49,41.76,10/02/2020
Shrek Super Party,gamecube,19.46,26.03,33.73,10/02/2020
Darkened Skye,gamecube,7.97,15.39,21.99,10/02/2020
Monster House,gamecube,6.27,6.48,12.92,10/02/2020
Nicktoons Unite,gamecube,6.78,9.02,24.32,10/02/2020
Zatch Bell Mamodo Battles,gamecube,10.39,12.44,34.81,10/02/2020
Auto Modellista,gamecube,14.16,45.57,47.25,10/02/2020
Bionicle,gamecube,4.17,4.87,17.25,10/02/2020
Charlie and the Chocolate Factory,gamecube,4.10,4.46,19.28,10/02/2020
Over the Hedge,gamecube,5.05,5.78,19.99,10/02/2020
Pitfall The Lost Expedition,gamecube,9.34,11.98,48.13,10/02/2020
NASCAR Dirt to Daytona,gamecube,7.78,10.44,32.12,10/02/2020
Tetris Worlds,gamecube,5.57,9.38,19.38,10/02/2020
4x4 EVO 2,gamecube,5.61,7.29,29.71,10/02/2020
Beach Spikers,gamecube,6.34,9.76,27.38,10/02/2020
One Piece Pirates Carnival,gamecube,7.26,11.97,16.90,10/02/2020
Starsky and Hutch,gamecube,3.40,5.28,9.99,10/02/2020
Tarzan Untamed,gamecube,4.75,7.38,17.91,10/02/2020
MVP Baseball 2005,gamecube,5.97,8.12,25.57,10/02/2020
Shrek Superslam,gamecube,6.98,10.99,24.51,10/02/2020
Backyard Baseball,gamecube,7.40,12.45,29.64,10/02/2020
Buffy the Vampire Slayer Chaos Bleeds,gamecube,15.95,26.24,41.20,10/02/2020
FIFA Street 2,gamecube,7.86,12.15,30.03,10/02/2020
Batman Rise of Sin Tzu,gamecube,8.25,14.33,32.99,10/02/2020
Disney Sports Skateboarding,gamecube,7.47,12.15,64.99,10/02/2020
Samurai Jack Shadow of Aku,gamecube,18.55,25.40,35.61,10/02/2020
Summoner: A Goddess Reborn,gamecube,12.82,18.24,32.97,10/02/2020
18 Wheeler American Pro Trucker,gamecube,4.46,5.80,27.01,10/02/2020
Frogger Beyond,gamecube,6.72,9.95,40.00,10/02/2020
Rocket Power Beach Bandits,gamecube,5.49,6.59,11.49,10/02/2020
NFL Blitz 2003,gamecube,7.26,8.49,21.50,10/02/2020
Pac-Man World Rally,gamecube,9.75,18.85,42.27,10/02/2020
Rally Championship,gamecube,32.00,94.99,129.99,10/02/2020
Madden 2007,gamecube,3.37,3.92,13.47,10/02/2020
Serious Sam Next Encounter,gamecube,14.97,23.63,69.99,10/02/2020
Spartan Total Warrior,gamecube,9.59,12.71,39.12,10/02/2020
Fight Night Round 2,gamecube,5.51,9.10,28.89,10/02/2020
Scaler,gamecube,13.85,18.33,40.00,10/02/2020
The Scorpion King Rise of the Akkadian,gamecube,3.00,4.72,13.33,10/02/2020
Zoocube,gamecube,4.96,6.47,14.44,10/02/2020
Backyard Football,gamecube,6.01,6.79,10.95,10/02/2020
Donald Duck Going Quackers,gamecube,11.99,16.99,35.00,10/02/2020
Spy Hunter,gamecube,4.67,5.15,21.66,10/02/2020
Chicken Little,gamecube,4.75,6.55,14.27,10/02/2020
Driven,gamecube,3.40,4.54,10.23,10/02/2020
Madden 2002,gamecube,2.99,3.50,8.13,10/02/2020
Super Bubble Pop,gamecube,3.59,4.64,12.78,10/02/2020
The Incredibles Rise of the Underminer,gamecube,5.82,6.04,17.30,10/02/2020
The Sims 2: Pets,gamecube,6.32,7.23,17.97,10/02/2020
WWE Wrestlemania XIX,gamecube,9.00,9.99,27.86,10/02/2020
Fantastic 4,gamecube,3.95,5.24,13.68,10/02/2020
NASCAR Thunder 2003,gamecube,3.79,5.64,14.63,10/02/2020
Cubix Robots For Everyone Showdown,gamecube,9.99,18.99,58.26,10/02/2020
Mary Kate and Ashley Sweet 16,gamecube,3.75,4.84,14.88,10/02/2020
Minority Report,gamecube,3.75,5.27,15.00,10/02/2020
NASCAR Chase for the Cup 2005,gamecube,5.47,6.42,22.07,10/02/2020
Powerpuff Girls Relish Rampage Pickled Edition,gamecube,9.84,10.21,23.38,10/02/2020
Madden 2008,gamecube,9.43,13.47,34.71,10/02/2020
Space Raiders,gamecube,6.53,10.44,19.33,10/02/2020
Winnie the Pooh Rumbly Tumbly Adventure,gamecube,5.10,7.09,14.43,10/02/2020
Fairly Odd Parents Shadow Showdown,gamecube,7.54,9.99,25.31,10/02/2020
Midway Arcade Treasures 3,gamecube,10.30,17.59,41.89,10/02/2020
NBA 2K2,gamecube,3.82,5.00,13.99,10/02/2020
Defender,gamecube,5.40,7.87,18.52,10/02/2020
All-Star Baseball 2002,gamecube,3.00,4.05,10.79,10/02/2020
Aquaman,gamecube,12.77,13.15,34.61,10/02/2020
Disney Party,gamecube,7.19,10.34,37.47,10/02/2020
Flushed Away,gamecube,3.15,5.86,16.88,10/02/2020
Judge Dredd Dredd vs Death,gamecube,14.24,26.55,44.50,10/02/2020
Freestyle Street Soccer,gamecube,3.07,7.01,22.69,10/02/2020
Haunted Mansion,gamecube,8.98,12.49,40.05,10/02/2020
Nicktoons Battle for Volcano Island,gamecube,4.86,8.10,20.19,10/02/2020
Outlaw Golf,gamecube,5.34,5.98,17.64,10/02/2020
X-men Next Dimension,gamecube,6.11,7.99,20.45,10/02/2020
Reign of Fire,gamecube,3.68,5.04,16.23,10/02/2020
Rugrats Royal Ransom,gamecube,8.69,11.48,29.84,10/02/2020
Tomb Raider Legend,gamecube,6.99,10.68,28.13,10/02/2020
Grim Adventures of Billy &amp; Mandy,gamecube,9.99,14.95,30.25,10/02/2020
Hitman 2,gamecube,6.85,8.60,18.50,10/02/2020
Aggressive Inline,gamecube,4.42,5.99,13.54,10/02/2020
Conflict Desert Storm,gamecube,4.90,8.69,24.09,10/02/2020
Ed Edd N Eddy Mis-Edventures,gamecube,8.41,10.49,29.99,10/02/2020
Kao the Kangaroo Round 2,gamecube,7.02,12.99,23.41,10/02/2020
Robots,gamecube,5.45,7.37,20.63,10/02/2020
Splinter Cell Double Agent,gamecube,5.49,8.38,20.98,10/02/2020
Bionicle Heroes,gamecube,5.71,7.95,17.70,10/02/2020
Bratz Forever Diamondz,gamecube,7.68,7.99,16.97,10/02/2020
Hello Kitty Roller Rescue,gamecube,8.59,11.50,30.00,10/02/2020
Shrek Smash and Crash Racing,gamecube,7.43,10.65,15.29,10/02/2020
Catwoman,gamecube,5.21,6.14,17.51,10/02/2020
NCAA Football 2003,gamecube,3.71,4.87,13.64,10/02/2020
Sega Soccer Slam,gamecube,9.25,12.61,20.64,10/02/2020
Action Replay Ultimate Codes,gamecube,17.06,19.91,59.58,10/02/2020
Ghost Recon,gamecube,4.00,4.50,21.17,10/02/2020
Madden 2003,gamecube,3.25,4.70,8.55,10/02/2020
Madden 2006,gamecube,3.61,3.76,12.89,10/02/2020
Superman Shadow of Apokolips,gamecube,9.99,11.99,30.95,10/02/2020
Wallace and Gromit Project Zoo,gamecube,7.62,8.48,23.75,10/02/2020
Splinter Cell Pandora Tomorrow,gamecube,4.63,5.67,11.44,10/02/2020
ATV Quad Power Racing 2,gamecube,4.68,5.55,34.72,10/02/2020
Ice Age 2 The Meltdown,gamecube,4.08,6.47,16.32,10/02/2020
Legends of Wrestling II,gamecube,6.36,6.74,18.86,10/02/2020
Tube Slider,gamecube,20.17,44.83,67.43,10/02/2020
Universal Studios,gamecube,6.94,9.92,20.66,10/02/2020
Future Tactics,gamecube,5.47,11.95,17.01,10/02/2020
Legends of Wrestling,gamecube,3.95,6.50,16.81,10/02/2020
Open Season,gamecube,3.99,4.99,13.99,10/02/2020
FIFA Street,gamecube,8.65,10.37,32.88,10/02/2020
Happy Feet,gamecube,2.26,4.03,12.99,10/02/2020
MLB Slugfest 2003,gamecube,5.99,6.12,28.48,10/02/2020
Nickelodeon Party Blast,gamecube,6.51,7.90,23.51,10/02/2020
Terminator 3 Redemption,gamecube,10.14,16.99,27.93,10/02/2020
Rocky,gamecube,6.50,9.59,27.43,10/02/2020
Taz Wanted,gamecube,7.57,11.50,34.74,10/02/2020
Backyard Baseball 2007,gamecube,9.87,15.00,49.70,10/02/2020
Blowout,gamecube,6.47,8.92,14.77,10/02/2020
NBA Courtside 2002,gamecube,5.98,18.99,26.12,10/02/2020
NFL 2K3,gamecube,3.65,4.91,11.21,10/02/2020
Freekstyle,gamecube,6.95,9.73,37.07,10/02/2020
Ratatouille,gamecube,5.00,8.27,20.92,10/02/2020
NBA 2K3,gamecube,4.83,4.91,16.08,10/02/2020
X-Men: The Official Game,gamecube,4.00,4.28,16.47,10/02/2020
FIFA 2002 World Cup,gamecube,3.40,7.00,13.84,10/02/2020
NBA Live 2003,gamecube,4.14,4.99,18.37,10/02/2020
Tiger Woods 2003,gamecube,3.38,4.67,14.95,10/02/2020
Cabela's Outdoor Adventures,gamecube,4.91,6.26,14.32,10/02/2020
Freaky Flyers,gamecube,10.50,15.20,32.90,10/02/2020
Home Run King,gamecube,4.35,4.84,12.97,10/02/2020
NFL Blitz 2002,gamecube,6.57,7.63,19.63,10/02/2020
NHL Hitz Pro,gamecube,9.88,13.18,27.81,10/02/2020
The Polar Express,gamecube,6.02,7.78,15.79,10/02/2020
WWE Crush Hour,gamecube,8.36,12.99,39.38,10/02/2020
Egg Mania,gamecube,5.68,11.07,21.75,10/02/2020
Madden 2004,gamecube,3.48,4.79,10.98,10/02/2020
Outlaw Golf &amp; Darkened Skye,gamecube,9.23,15.42,22.37,10/02/2020
Casper Spirit Dimensions,gamecube,5.67,8.35,15.96,10/02/2020
Dr. Muto,gamecube,11.56,14.54,36.25,10/02/2020
Frogger Ancient Shadow,gamecube,5.03,8.60,18.60,10/02/2020
Ant Bully,gamecube,3.78,5.99,15.11,10/02/2020
Bratz Rock Angelz,gamecube,6.99,9.95,25.00,10/02/2020
Intellivision Lives,gamecube,8.00,10.40,17.17,10/02/2020
Monopoly Party,gamecube,3.79,7.49,15.32,10/02/2020
Smashing Drive,gamecube,6.01,7.15,19.99,10/02/2020
Whirl Tour,gamecube,4.48,5.02,14.70,10/02/2020
Black and Bruised,gamecube,6.81,10.73,24.99,10/02/2020
MLB Slugfest 2004,gamecube,11.99,20.02,47.96,10/02/2020
NCAA Football 2005,gamecube,7.18,9.68,20.30,10/02/2020
Rainbow Six 3,gamecube,3.72,4.92,11.29,10/02/2020
FIFA 2002,gamecube,2.85,4.59,10.45,10/02/2020
Codename Kids Next Door Operation VIDEOGAME,gamecube,9.00,12.00,19.99,10/02/2020
Dinotopia The Sunstone Odyssey,gamecube,6.23,12.48,16.11,10/02/2020
Fire Blade,gamecube,4.93,5.92,15.86,10/02/2020
NBA Live 2005,gamecube,3.18,3.48,10.41,10/02/2020
NHL 06,gamecube,5.03,5.27,16.49,10/02/2020
Red Faction II,gamecube,6.16,11.48,32.17,10/02/2020
Fairly Odd Parents: Breakin' Da Rules,gamecube,9.99,12.00,40.79,10/02/2020
Bust-A-Move 3000,gamecube,11.24,30.91,58.39,10/02/2020
Carmen Sandiego The Secret of the Stolen Drums,gamecube,5.25,9.70,11.20,10/02/2020
Kelly Slater's Pro Surfer,gamecube,5.73,6.19,19.99,10/02/2020
Curious George,gamecube,5.93,7.32,23.52,10/02/2020
Pinball Hall of Fame The Gottlieb Collection,gamecube,5.22,8.55,14.95,10/02/2020
American Chopper 2 Full Throttle,gamecube,3.16,4.29,9.54,10/02/2020
NHL 2003,gamecube,3.75,4.50,10.92,10/02/2020
Jimmy Neutron Boy Genius,gamecube,5.27,5.56,25.92,10/02/2020
All-Star Baseball 2003,gamecube,3.49,3.53,12.95,10/02/2020
Shamu's Deep Sea Adventures,gamecube,4.14,4.67,9.75,10/02/2020
Street Hoops,gamecube,5.03,6.75,17.79,10/02/2020
World Series of Poker,gamecube,4.50,4.99,11.97,10/02/2020
Hot Wheels World Race,gamecube,7.81,9.49,27.75,10/02/2020
Karaoke Revolution Party w/ Microphone,gamecube,8.49,9.36,20.30,10/02/2020
R: Racing Evolution,gamecube,5.74,11.39,29.95,10/02/2020
FIFA 06,gamecube,4.00,5.70,18.20,10/02/2020
MC Groovz Dance Craze,gamecube,3.62,5.33,17.50,10/02/2020
Tiger Woods 2005,gamecube,4.77,4.91,16.74,10/02/2020
Big Mutha Truckers,gamecube,6.49,8.28,22.00,10/02/2020
Jeremy McGrath Supercross World,gamecube,3.49,4.49,15.63,10/02/2020
Rogue Ops,gamecube,4.99,7.57,17.95,10/02/2020
Hot Wheels Velocity X,gamecube,5.49,8.77,44.99,10/02/2020
Cabela's Big Game Hunter 2005 Adventures,gamecube,4.42,8.40,17.64,10/02/2020
Muppets Party Cruise,gamecube,6.62,9.19,25.00,10/02/2020
NHL 2004,gamecube,2.00,5.03,11.98,10/02/2020
Pool Paradise,gamecube,6.01,8.06,18.65,10/02/2020
NBA Live 2006,gamecube,4.08,4.29,19.99,10/02/2020
Army Men Air Combat Elite Missions,gamecube,8.10,14.28,30.82,10/02/2020
Dark Summit,gamecube,4.75,5.61,19.01,10/02/2020
Gamecube AV Cable,gamecube,N/A,N/A,N/A,10/02/2020
Grooverider Slot Car Thunder,gamecube,10.25,18.48,173.98,10/02/2020
Jimmy Neutron Jet Fusion,gamecube,5.11,6.32,19.35,10/02/2020
MVP Baseball 2004,gamecube,3.60,4.10,12.52,10/02/2020
Monster 4x4 Masters of Metal,gamecube,7.39,10.50,29.56,10/02/2020
007 Agent Under Fire [Player's Choice],gamecube,4.03,4.18,16.12,10/02/2020
007 Everything or Nothing [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
007 Nightfire [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
1080 Avalanche [Bonus DVD Bundle],gamecube,18.50,24.05,67.34,10/02/2020
ASCII Gamecube Controller,gamecube,N/A,N/A,N/A,10/02/2020
All-Star Baseball 2004,gamecube,3.55,6.42,20.23,10/02/2020
Animal Crossing [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Bad Boys Miami Takedown,gamecube,8.36,11.58,12.00,10/02/2020
Batman Rise of Sin Tzu [Lithograph Edition],gamecube,25.00,34.12,100.00,10/02/2020
Big Air Freestyle,gamecube,4.92,7.67,9.98,10/02/2020
Burnout [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Cabela's Dangerous Hunts 2,gamecube,4.46,6.19,19.31,10/02/2020
Cars [Player's Choice],gamecube,3.02,3.92,10.98,10/02/2020
Charlie's Angels,gamecube,5.45,9.62,21.92,10/02/2020
Chronicles of Narnia Lion Witch and the Wardrobe [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
City Racer,gamecube,9.88,28.20,40.05,10/02/2020
Conflict Desert Storm 2,gamecube,10.05,13.03,40.00,10/02/2020
Crash Bandicoot The Wrath of Cortex [Player's Choice],gamecube,6.99,7.14,27.96,10/02/2020
Crazy Taxi [Player's Choice],gamecube,7.68,9.99,27.97,10/02/2020
Dakar 2 Rally,gamecube,4.47,9.20,43.71,10/02/2020
Dave Mirra Freestyle BMX 2 [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Disney's Hide and Sneak,gamecube,10.34,19.04,45.44,10/02/2020
Dora the Explorer Journey to the Purple Planet,gamecube,5.50,6.37,16.19,10/02/2020
Dragon Ball Z Budokai [Player's Choice],gamecube,1.54,2.00,5.60,10/02/2020
Drome Racers,gamecube,4.25,6.48,14.22,10/02/2020
ESPN MLS ExtraTime 2002,gamecube,6.43,11.70,32.79,10/02/2020
Enter the Matrix [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Evolution Skateboarding,gamecube,4.84,6.71,13.27,10/02/2020
Evolution Snowboarding,gamecube,6.35,12.12,23.15,10/02/2020
F-Zero GX [Player's Choice],gamecube,30.78,39.99,123.12,10/02/2020
F1 2002,gamecube,7.18,9.88,26.25,10/02/2020
FIFA 07,gamecube,6.99,7.73,19.57,10/02/2020
FIFA 2003,gamecube,3.10,3.76,10.61,10/02/2020
FIFA 2004,gamecube,3.61,4.06,15.51,10/02/2020
FIFA 2005,gamecube,3.43,5.75,13.73,10/02/2020
FIFA World Cup: Germany 2006,gamecube,3.86,4.76,20.81,10/02/2020
Finding Nemo [Player's Choice],gamecube,1.98,4.44,16.16,10/02/2020
Freestyle Metal X,gamecube,4.31,7.26,17.98,10/02/2020
Gamecube Modem Adapter,gamecube,30.74,39.93,111.80,10/02/2020
Gamecube System [Heineken Edition],gamecube,N/A,N/A,N/A,10/02/2020
Ghost Recon 2,gamecube,5.29,6.99,23.39,10/02/2020
Godzilla Destroy All Monsters Melee [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Harry Potter Chamber of Secrets [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Harry Potter Prisoner of Azkaban [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Harry Potter Quidditch World Cup [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Harvest Moon A Wonderful Life [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Harvest Moon Magical Melody [Player's Choice],gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 1,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 10,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 11,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 12,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 13,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 14,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 15,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 16,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 17,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 18,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 19,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 2,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 20,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 21,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 22,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 23,gamecube,N/A,N/A,N/A,10/02/2020
Interactive Multi-Game Demo Disc Version 24,gamecube,N/A,N/A,N/A,10/02/2020
