game,console,loose_val,complete_val,new_val,date(D/M/Y)
Super Copa,super-nintendo,153.02,313.12,2849.67,10/02/2020
ActRaiser 2,super-nintendo,27.20,73.83,184.95,10/02/2020
Contra III The Alien Wars [Not for Resale],super-nintendo,120.00,N/A,N/A,10/02/2020
Road Runner's Death Valley Rally,super-nintendo,5.92,19.51,141.81,10/02/2020
Drakkhen,super-nintendo,4.53,24.35,89.00,10/02/2020
Darius Twin,super-nintendo,14.15,35.99,125.98,10/02/2020
Battle Clash,super-nintendo,4.00,15.00,24.99,10/02/2020
Metal Combat,super-nintendo,4.03,16.38,31.04,10/02/2020
Lagoon,super-nintendo,12.45,32.12,131.39,10/02/2020
The Jetsons Invasion of the Planet Pirates,super-nintendo,55.00,181.16,471.27,10/02/2020
Clay Fighter Tournament Edition,super-nintendo,10.90,39.55,102.71,10/02/2020
Fire Striker,super-nintendo,83.29,244.16,395.99,10/02/2020
Boogerman A Pick and Flick Adventure,super-nintendo,40.00,118.79,439.77,10/02/2020
Super Adventure Island,super-nintendo,14.57,35.89,220.59,10/02/2020
Lost Vikings 2,super-nintendo,49.99,84.00,199.99,10/02/2020
Super Bonk,super-nintendo,47.87,139.44,271.24,10/02/2020
Mighty Morphin Power Rangers The Movie,super-nintendo,28.96,78.68,157.55,10/02/2020
Magic Sword,super-nintendo,21.44,66.55,123.82,10/02/2020
Wario's Woods,super-nintendo,9.09,25.13,68.99,10/02/2020
Stunt Race FX,super-nintendo,8.99,23.46,49.99,10/02/2020
Hurricanes,super-nintendo,115.47,619.87,1610.34,10/02/2020
Pirates of Dark Water,super-nintendo,56.73,154.99,250.00,10/02/2020
Spiderman X-Men Arcade's Revenge,super-nintendo,7.70,27.97,100.00,10/02/2020
Super Smash TV,super-nintendo,20.51,52.83,81.96,10/02/2020
Top Gear,super-nintendo,7.44,27.81,134.95,10/02/2020
Speedy Gonzales Los Gatos Bandidos,super-nintendo,5.50,20.85,91.00,10/02/2020
Populous,super-nintendo,4.51,11.58,21.47,10/02/2020
The Jungle Book,super-nintendo,6.77,16.95,57.42,10/02/2020
Tetris Attack,super-nintendo,9.96,23.99,66.94,10/02/2020
Spiderman Maximum Carnage Collector's Edition,super-nintendo,77.09,208.15,524.21,10/02/2020
Ys III Wanderers from Ys,super-nintendo,14.99,49.97,165.48,10/02/2020
Captain America and the Avengers,super-nintendo,10.69,33.44,133.07,10/02/2020
NBA Jam Tournament Edition,super-nintendo,9.64,23.98,53.06,10/02/2020
The Simpsons Bart's Nightmare,super-nintendo,12.99,34.99,122.24,10/02/2020
Blackthorne,super-nintendo,29.24,76.18,159.50,10/02/2020
The Death and Return of Superman,super-nintendo,36.14,100.00,248.15,10/02/2020
Super 3D Noah's Ark,super-nintendo,94.79,171.66,232.11,10/02/2020
Ken Griffey Jr Major League Baseball,super-nintendo,6.66,18.90,64.82,10/02/2020
Musya Classic Japanese Tale of Horror,super-nintendo,73.09,199.54,506.87,10/02/2020
Separation Anxiety,super-nintendo,16.18,84.86,267.00,10/02/2020
Peace Keepers,super-nintendo,43.00,114.56,425.80,10/02/2020
Super Bomberman Party Pack,super-nintendo,81.43,235.00,554.20,10/02/2020
Spawn,super-nintendo,11.07,53.72,144.41,10/02/2020
The Ren and Stimpy Show Veediots,super-nintendo,5.50,24.95,99.99,10/02/2020
Stone Protectors,super-nintendo,40.25,200.26,279.33,10/02/2020
Super Ninja Boy,super-nintendo,18.48,62.03,161.21,10/02/2020
Paperboy 2,super-nintendo,6.42,16.45,43.98,10/02/2020
Plok,super-nintendo,13.79,48.73,101.99,10/02/2020
Bubsy,super-nintendo,11.50,20.17,70.00,10/02/2020
An American Tail Fievel Goes West,super-nintendo,65.00,168.25,535.07,10/02/2020
Firepower 2000,super-nintendo,16.24,44.99,115.73,10/02/2020
Super Advantage Controller,super-nintendo,24.95,102.05,265.33,10/02/2020
Super Nintendo Super Set System,super-nintendo,69.99,150.79,454.72,10/02/2020
Primal Rage,super-nintendo,7.83,23.73,65.19,10/02/2020
ClayFighter,super-nintendo,7.99,30.93,72.80,10/02/2020
Power Rangers Fighting Edition,super-nintendo,19.92,55.91,87.37,10/02/2020
Tecmo Super Bowl,super-nintendo,10.71,20.28,69.32,10/02/2020
Home Improvement,super-nintendo,47.98,136.04,239.99,10/02/2020
Dungeons &amp; Dragons Eye of the Beholder,super-nintendo,8.19,24.97,77.24,10/02/2020
Bugs Bunny Rabbit Rampage,super-nintendo,8.32,24.99,100.92,10/02/2020
Super Play Action Football,super-nintendo,2.76,7.99,21.56,10/02/2020
Mickey Mania,super-nintendo,10.95,29.00,104.99,10/02/2020
Double Dragon V The Shadow Falls,super-nintendo,13.84,42.59,172.13,10/02/2020
Mario Paint [Mouse Bundle],super-nintendo,19.90,33.60,80.83,10/02/2020
SWAT Kats,super-nintendo,82.21,202.50,501.16,10/02/2020
Super Caesar's Palace,super-nintendo,4.42,6.90,17.82,10/02/2020
Spiderman,super-nintendo,12.47,39.99,150.81,10/02/2020
The Ren and Stimpy Show Buckeroos,super-nintendo,82.47,507.50,800.00,10/02/2020
Beavis and Butthead,super-nintendo,10.87,33.39,86.79,10/02/2020
Biker Mice From Mars,super-nintendo,42.99,189.63,431.81,10/02/2020
Saturday Night Slam Masters,super-nintendo,21.49,62.88,195.00,10/02/2020
Scooby Doo Mystery,super-nintendo,6.34,15.99,56.94,10/02/2020
Donkey Kong Country [Not for Resale],super-nintendo,71.58,N/A,N/A,10/02/2020
Ms. Pac-Man,super-nintendo,7.25,14.97,32.67,10/02/2020
Tetris 2,super-nintendo,6.03,14.25,36.62,10/02/2020
Beauty and the Beast,super-nintendo,26.09,66.50,170.79,10/02/2020
Game Genie,super-nintendo,17.97,30.83,53.89,10/02/2020
Mario's Time Machine,super-nintendo,7.57,29.99,168.03,10/02/2020
Robocop vs The Terminator,super-nintendo,11.97,68.36,338.33,10/02/2020
ClayFighter 2 Judgment Clay,super-nintendo,9.98,30.23,85.34,10/02/2020
Alien vs Predator,super-nintendo,18.49,55.30,249.99,10/02/2020
WWF Super Wrestlemania,super-nintendo,4.78,12.61,45.54,10/02/2020
King Arthur and the Knights of Justice,super-nintendo,32.78,98.28,230.49,10/02/2020
Zombies Ate My Neighbors [Box Variant],super-nintendo,323.93,745.66,2202.72,10/02/2020
Porky Pig's Haunted Holiday,super-nintendo,7.04,17.99,68.99,10/02/2020
Thunder Spirits,super-nintendo,14.32,52.37,179.76,10/02/2020
Paladin's Quest,super-nintendo,25.12,49.99,152.78,10/02/2020
AAAHH Real Monsters,super-nintendo,7.07,19.95,49.95,10/02/2020
Congo's Caper,super-nintendo,16.25,66.18,139.96,10/02/2020
Tinstar,super-nintendo,7.56,26.49,85.03,10/02/2020
Ultraman,super-nintendo,5.38,20.99,60.01,10/02/2020
Imperium,super-nintendo,46.68,146.50,165.25,10/02/2020
Top Gear 3000,super-nintendo,34.28,98.73,210.17,10/02/2020
Toy Story,super-nintendo,8.99,24.99,120.79,10/02/2020
Super Off Road The Baja,super-nintendo,4.09,12.25,41.83,10/02/2020
Pitfall Mayan Adventure,super-nintendo,7.21,12.97,41.51,10/02/2020
Captain Novolin,super-nintendo,43.55,101.26,162.74,10/02/2020
Super Nintendo Killer Instinct System,super-nintendo,98.62,279.99,670.62,10/02/2020
True Lies,super-nintendo,22.49,65.43,99.00,10/02/2020
Casper,super-nintendo,84.33,298.96,600.08,10/02/2020
Doom Troopers,super-nintendo,18.99,80.00,230.52,10/02/2020
Prince of Persia,super-nintendo,11.89,32.82,89.81,10/02/2020
Daffy Duck Marvin Missions,super-nintendo,10.27,22.61,62.35,10/02/2020
SNES AV Cable,super-nintendo,N/A,N/A,N/A,10/02/2020
Wheel of Fortune Deluxe Edition,super-nintendo,2.94,7.59,12.98,10/02/2020
Lord of the Rings,super-nintendo,12.37,33.01,84.95,10/02/2020
Cool Spot,super-nintendo,11.63,28.49,99.95,10/02/2020
Wolfenstein 3D,super-nintendo,29.99,64.99,213.66,10/02/2020
Rocky Rodent,super-nintendo,13.03,36.93,80.25,10/02/2020
Indiana Jones' Greatest Adventures,super-nintendo,16.00,43.49,245.28,10/02/2020
Maui Mallard in Cold Shadow,super-nintendo,21.96,65.00,154.00,10/02/2020
Shaq Fu,super-nintendo,5.99,20.50,61.63,10/02/2020
Michael Jordan Chaos in the Windy City,super-nintendo,9.00,33.00,131.03,10/02/2020
Rival Turf,super-nintendo,11.99,33.58,93.16,10/02/2020
Monopoly,super-nintendo,2.15,10.46,25.59,10/02/2020
Samurai Shodown,super-nintendo,10.49,28.55,70.88,10/02/2020
Hyperzone,super-nintendo,8.70,28.51,90.10,10/02/2020
International Superstar Soccer,super-nintendo,42.23,345.12,419.46,10/02/2020
Lethal Enforcers,super-nintendo,6.79,79.99,200.15,10/02/2020
Brandish,super-nintendo,42.98,111.27,122.50,10/02/2020
Super Tennis,super-nintendo,3.07,12.00,18.89,10/02/2020
Tecmo Super Bowl II Special Edition,super-nintendo,49.98,83.98,161.51,10/02/2020
Total Carnage,super-nintendo,10.66,46.25,120.26,10/02/2020
Biometal,super-nintendo,30.41,81.15,206.71,10/02/2020
Alien 3,super-nintendo,13.44,36.30,98.09,10/02/2020
Claymates,super-nintendo,11.67,30.01,121.60,10/02/2020
Taz-Mania,super-nintendo,3.47,17.95,36.42,10/02/2020
Brawl Brothers,super-nintendo,26.99,68.09,165.29,10/02/2020
Kendo Rage,super-nintendo,31.99,89.56,176.91,10/02/2020
Space Invaders,super-nintendo,6.02,16.34,25.82,10/02/2020
Spanky's Quest,super-nintendo,16.38,49.84,122.33,10/02/2020
Gunforce,super-nintendo,18.38,46.88,125.06,10/02/2020
Tecmo Secret of the Stars,super-nintendo,38.28,106.82,400.05,10/02/2020
Super Valis IV,super-nintendo,30.00,76.47,464.57,10/02/2020
BlaZeon,super-nintendo,35.93,102.77,220.75,10/02/2020
Burn-In/Test Cartridge,super-nintendo,35.00,N/A,N/A,10/02/2020
Jim Power,super-nintendo,7.01,43.37,89.99,10/02/2020
Raiden Trad,super-nintendo,15.55,51.61,149.91,10/02/2020
King Arthur's World,super-nintendo,10.00,34.73,86.67,10/02/2020
The Great Circus Mystery Starring Mickey and Minnie,super-nintendo,16.72,39.99,114.49,10/02/2020
Street Fighter II [Not for Resale],super-nintendo,73.24,N/A,N/A,10/02/2020
Krusty's Super Fun House,super-nintendo,8.39,28.99,105.35,10/02/2020
The Mask,super-nintendo,31.55,169.99,244.39,10/02/2020
Out of This World,super-nintendo,10.68,29.97,77.30,10/02/2020
Pac-Man 2 The New Adventures,super-nintendo,3.87,11.99,29.52,10/02/2020
Syndicate,super-nintendo,92.27,218.92,293.15,10/02/2020
Vegas Stakes,super-nintendo,4.04,9.17,11.25,10/02/2020
Flintstones the Movie,super-nintendo,8.43,23.72,127.51,10/02/2020
Lemmings,super-nintendo,12.04,24.99,75.75,10/02/2020
Addams Family Values,super-nintendo,10.74,29.85,119.95,10/02/2020
Rocko's Modern Life,super-nintendo,18.99,47.49,129.91,10/02/2020
Aero the Acro-Bat,super-nintendo,8.48,29.14,65.37,10/02/2020
International Superstar Soccer Deluxe,super-nintendo,52.27,199.97,440.44,10/02/2020
WWF Wrestlemania Arcade Game,super-nintendo,7.93,21.79,46.87,10/02/2020
Phalanx,super-nintendo,21.88,57.01,113.50,10/02/2020
Super Pinball Behind the Mask,super-nintendo,4.06,9.99,20.00,10/02/2020
Strike Gunner STG,super-nintendo,28.95,100.00,399.99,10/02/2020
Judge Dredd,super-nintendo,6.14,20.00,40.32,10/02/2020
Top Gear 2,super-nintendo,12.95,47.49,131.99,10/02/2020
Super Buster Bros.,super-nintendo,22.85,45.97,152.93,10/02/2020
Mr. Nutz,super-nintendo,57.50,230.00,598.00,10/02/2020
Super Off Road,super-nintendo,11.00,21.49,62.67,10/02/2020
Bram Stoker's Dracula,super-nintendo,6.65,19.36,64.84,10/02/2020
Super Nova,super-nintendo,20.69,77.99,107.40,10/02/2020
NHL Stanley Cup,super-nintendo,3.70,9.37,24.75,10/02/2020
WWF Royal Rumble,super-nintendo,8.49,21.30,59.45,10/02/2020
Bill Laimbeer's Combat Basketball,super-nintendo,3.56,9.61,23.15,10/02/2020
Super Black Bass,super-nintendo,5.63,8.97,22.99,10/02/2020
Dragon's Lair,super-nintendo,10.97,28.47,69.06,10/02/2020
Arkanoid Doh It Again,super-nintendo,10.55,17.47,35.00,10/02/2020
Donkey Kong Country 3 [Not for Resale],super-nintendo,100.00,N/A,N/A,10/02/2020
Lester the Unlikely,super-nintendo,8.00,20.27,79.78,10/02/2020
Street Fighter II Turbo [Not for Resale],super-nintendo,65.60,N/A,N/A,10/02/2020
T2 The Arcade Game,super-nintendo,8.23,21.40,55.64,10/02/2020
Yoshi's Cookie,super-nintendo,9.48,32.99,96.32,10/02/2020
Desert Strike Return to the Gulf,super-nintendo,8.63,22.49,85.45,10/02/2020
Frogger,super-nintendo,8.91,17.53,34.61,10/02/2020
Sonic Blast Man,super-nintendo,22.67,60.99,168.00,10/02/2020
Jurassic Park 2 The Chaos Continues,super-nintendo,15.00,44.95,77.63,10/02/2020
Wing Commander,super-nintendo,5.32,13.55,36.81,10/02/2020
Earth Defense Force,super-nintendo,13.00,34.86,81.49,10/02/2020
Chuck Rock,super-nintendo,7.99,25.39,76.96,10/02/2020
Justice League Task Force,super-nintendo,9.27,32.15,66.38,10/02/2020
Operation Logic Bomb,super-nintendo,21.85,51.23,135.42,10/02/2020
Tecmo Super Bowl III,super-nintendo,14.98,28.97,65.91,10/02/2020
Super Godzilla,super-nintendo,9.93,28.00,46.65,10/02/2020
NCAA Basketball,super-nintendo,2.27,7.75,20.99,10/02/2020
Super Battletank 2,super-nintendo,6.04,15.27,47.61,10/02/2020
Sid Meier's Civilization,super-nintendo,19.99,32.32,67.39,10/02/2020
Wolverine Adamantium Rage,super-nintendo,13.51,36.56,161.51,10/02/2020
Young Merlin,super-nintendo,8.98,29.16,120.00,10/02/2020
Virtual Bart,super-nintendo,16.41,56.43,168.71,10/02/2020
Wizardry V Heart of the Maelstrom,super-nintendo,9.04,22.27,90.00,10/02/2020
Adventures of Dr Franken,super-nintendo,8.90,28.99,130.23,10/02/2020
Ultima The Black Gate,super-nintendo,44.95,120.94,432.24,10/02/2020
Radical Psycho Machine RPM Racing,super-nintendo,6.46,18.42,44.45,10/02/2020
Ultima The False Prophet,super-nintendo,12.28,32.88,85.49,10/02/2020
Flashback The Quest for Identity,super-nintendo,9.07,37.36,89.83,10/02/2020
Fatal Fury,super-nintendo,11.18,32.32,133.00,10/02/2020
Terranigma [English Reproduction],super-nintendo,40.89,41.79,41.79,10/02/2020
Art of Fighting,super-nintendo,6.42,17.99,87.32,10/02/2020
Wildcats,super-nintendo,25.57,120.00,127.03,10/02/2020
Equinox,super-nintendo,18.74,44.83,135.01,10/02/2020
Home Alone 2 Lost In New York,super-nintendo,4.98,19.37,76.00,10/02/2020
Inindo,super-nintendo,18.39,51.25,135.32,10/02/2020
Super Battleship,super-nintendo,3.91,10.21,18.20,10/02/2020
Super Mario World 2 Yoshi's Island [Not for Resale],super-nintendo,75.87,N/A,N/A,10/02/2020
Warlock,super-nintendo,7.25,19.99,66.01,10/02/2020
Xardion,super-nintendo,20.01,66.00,129.00,10/02/2020
Aero the Acro-Bat 2,super-nintendo,23.43,94.99,179.50,10/02/2020
Mr. Do!,super-nintendo,31.87,69.92,329.99,10/02/2020
Uncharted Waters New Horizons,super-nintendo,36.59,90.47,143.29,10/02/2020
Star Trek the Next Generation,super-nintendo,7.61,19.08,34.98,10/02/2020
Dino City,super-nintendo,10.00,27.92,70.55,10/02/2020
John Madden Football,super-nintendo,4.10,7.84,89.72,10/02/2020
MechWarrior,super-nintendo,8.79,30.28,59.68,10/02/2020
Fatal Fury 2,super-nintendo,12.47,26.86,133.04,10/02/2020
King of the Monsters 2,super-nintendo,10.75,37.21,91.28,10/02/2020
Vortex,super-nintendo,5.20,22.25,55.67,10/02/2020
Wolfchild,super-nintendo,13.67,29.99,72.50,10/02/2020
Ken Griffey Jr's Winning Run,super-nintendo,5.90,19.49,69.28,10/02/2020
SimCity 2000,super-nintendo,15.00,43.60,199.21,10/02/2020
Harley's Humongous Adventure,super-nintendo,7.97,33.40,52.40,10/02/2020
The Pagemaster,super-nintendo,6.52,15.22,51.89,10/02/2020
Metal Morph,super-nintendo,38.00,110.00,133.93,10/02/2020
S.O.S.,super-nintendo,64.33,145.39,229.99,10/02/2020
Street Combat,super-nintendo,6.67,25.49,38.05,10/02/2020
