game,loose_value,complete_value,new_value,graded_value,box_value,manual_value
super-mario-bros-3
legend-of-zelda
nintendo-nes-console
contra
super-mario-bros-2
zelda-ii-the-adventure-of-link
mike-tyson's-punch-out
mega-man
teenage-mutant-ninja-turtles
super-mario-bros
duck-tales-2
metroid
final-fantasy
super-mario-bros-and-duck-hunt
mega-man-2
bubble-bobble-part-2
contra-force
super-c
castlevania
mega-man-5
